chas,nox,rm,ptratio,lstat,ROOMS_PER_TAX,NOX_ACCESS,CRIM_LOG,HIGHWAY_ACCESS,AGE_GROUP_mid
0,0.445,6.625,18.0,6.65,0.02400362310143615,1.555364,0.1151484570889221,0.4449190247374977,True
0,0.445,6.163,18.0,11.34,0.02232971006402279,1.555364,0.10889027870807165,0.4449190247374977,True
0,0.445,8.069,18.0,4.21,0.029235507140451065,1.555364,0.11406948227773037,0.4449190247374977,True
0,0.445,7.82,18.0,3.57,0.02833333323067633,1.555364,0.0786910253316489,0.4449190247374977,False
0,0.445,7.416,18.0,6.19,0.026869565120037808,1.555364,0.06634938054153391,0.4449190247374977,True
0,0.52,6.727,20.9,9.42,0.01751822912104628,1.4444560000000002,0.13859604559025773,1.3235216263433744,True
0,0.52,6.781,20.9,7.67,0.017658854120680068,1.4851720000000002,0.10824435339763891,1.2966468711911,True
0,0.52,6.405,20.9,10.63,0.016679687456563314,1.4116440000000001,0.20600553079810677,1.3460037149702533,False
0,0.52,6.137,20.9,13.44,0.015981770791714138,1.4116440000000001,0.19195005368591092,1.3460037149702533,False
0,0.52,6.167,20.9,12.33,0.016059895791510688,1.25892,0.1306773236416162,1.4615609470914939,False
0,0.52,5.851,20.9,16.47,0.015236979126987033,1.095588,0.12453353302656034,1.6093211883227654,False
0,0.52,5.836,20.9,18.66,0.01519791662708876,1.1497199999999999,0.15802886422491005,1.5571473061351604,False
0,0.52,6.127,20.9,14.09,0.015955729125115288,1.103648,0.12325249529930257,1.6013323084806559,False
0,0.52,6.474,20.9,12.27,0.01685937495609538,1.2651080000000001,0.12046388341513765,1.4564945090157009,False
0,0.52,6.229,20.9,15.55,0.01622135412442356,1.323452,0.23398853135437195,1.4103974500014103,False
0,0.52,6.195,20.9,13.0,0.016132812457987467,1.4444560000000002,0.1024934094340411,1.3235216263433744,True
0,0.547,6.715,17.8,10.16,0.015543981445500043,1.4645925000000002,0.09607352474606409,1.6315431679129844,False
0,0.547,5.913,17.8,16.21,0.013687499968315973,1.2873098000000003,0.11626187928444467,1.7892288423689389,False
0,0.547,6.092,17.8,17.09,0.014101851819208675,1.3937560000000002,0.20058705560079912,1.6910935738444193,False
0,0.547,6.254,17.8,10.45,0.01447685181834062,1.2343055,0.13305252798715148,1.842468908337172,False
0,0.547,5.928,17.8,15.76,0.013722222190457819,1.3473157,0.15814839260023486,1.7325517599838296,False
0,0.547,6.176,17.8,12.04,0.014296296263203018,1.4933647000000003,0.12361488619930212,1.6085359641832657,True
0,0.547,6.021,17.8,10.3,0.013937499967737268,1.5028278,0.1406137533941644,1.60111010300475,False
0,0.547,5.872,17.8,15.37,0.013592592561128257,1.3551925,0.12273077538031704,1.7253774263120056,True
0,0.547,5.731,17.8,13.61,0.013266203672994898,1.5092824,0.13519500804868875,1.5960842732496276,True
0,0.581,5.87,19.1,14.37,0.031223404089237215,1.3117236999999997,0.06671427746220379,0.6139300733646438,True
0,0.581,6.004,19.1,14.27,0.03193617004289271,1.2766894,0.06919951680100443,0.6255082254331644,False
0,0.581,5.961,19.1,17.93,0.03170744663985401,1.2124888999999999,0.08891706002171539,0.6478991868865205,False
0,0.581,5.856,19.1,25.41,0.031148936004526936,1.1296963999999998,0.14009232257621806,0.6792555359326179,False
0,0.581,5.879,19.1,17.58,0.0312712764294081,1.1656602999999999,0.09393650947837956,0.6652696005056049,False
0,0.581,5.986,19.1,14.81,0.031840425362550925,1.1578749,0.15616579098344338,0.6682481873767918,False
0,0.581,5.613,19.1,27.26,0.02985638281991286,1.0209332,0.3273954526862417,0.7253735673872044,False
0,0.624,5.693,21.2,17.19,0.013027459924422287,1.1158992,0.23043689014167512,1.4345658645052541,False
0,0.624,6.431,21.2,15.39,0.014716247105912478,1.131,0.28173693509215314,1.4222222222222223,False
0,0.624,5.637,21.2,18.34,0.012899313471626284,1.2354576,0.6319364495150488,1.3423269237222726,False
0,0.624,6.458,21.2,12.6,0.014778032002796267,1.321944,0.29271438907980246,1.282667949334616,False
0,0.624,6.326,21.2,12.26,0.014475972506919971,1.417104,0.7852431092803437,1.2228676245796393,False
0,0.624,6.372,21.2,11.12,0.014581235664573831,1.4522975999999999,0.4637654622785885,1.2021398088597703,False
0,0.624,5.822,21.2,15.03,0.01332265443175594,1.5412176,0.2850435947287374,1.1527709732268943,False
0,0.624,5.757,21.2,17.31,0.013173913013332006,1.463904,0.6811606280137663,1.195457262402869,False
0,0.624,6.335,21.2,16.96,0.0144965674725479,1.3170768,0.44326173080273074,1.2858842061272382,False
0,0.624,5.942,21.2,16.9,0.013597253973461662,1.2273456,0.2796297392609525,1.3482085678654487,False
0,0.624,6.454,21.2,14.59,0.014768878684739407,1.1542752,0.3018290306776389,1.4036072706856622,False
0,0.624,5.857,21.2,21.32,0.013402745964753443,1.0412064,0.22298353851284425,1.498913287866297,False
0,0.624,6.151,21.2,18.46,0.01407551484193246,1.0412688,0.43471318246714963,1.498857121444898,False
0,0.624,6.174,21.2,24.16,0.014128146420759392,1.0058256,0.25533964953052657,1.5314521995482213,False
0,0.624,5.019,21.2,34.41,0.011485125831841818,0.8981856,0.9664666021758896,1.6397474788882511,False
1,0.871,5.403,14.7,26.82,0.013406947857550996,1.1511136000000002,1.4634984282783583,2.1536871123363195,False
0,0.871,5.468,14.7,26.42,0.013568238179731419,1.2296778,1.6287306058145095,2.0731403930674186,False
0,0.871,4.903,14.7,29.29,0.012166253071547757,1.1722789,1.3296552241970494,2.131378149111215,False
0,0.871,6.13,14.7,27.8,0.015210918076399706,1.2360361,1.2176804241557975,2.066884378487867,False
0,0.871,5.628,14.7,16.65,0.013965260511252455,1.3209586,1.1490043437281394,1.986807597552253,False
0,0.871,4.926,14.7,29.53,0.012223325031703909,1.2723568,1.2145031649491105,2.03185955786736,False
0,0.871,5.186,14.7,28.32,0.012868486320425592,1.3322816,1.2032695571055652,1.9765970904490826,False
0,0.871,5.597,14.7,21.45,0.013888337434520255,1.3288847000000001,1.317472010807663,1.9796492061606683,False
0,0.871,6.122,14.7,14.1,0.015191066959823654,1.409278,0.9770471097162658,1.9098548510313214,False
0,0.871,5.404,14.7,13.28,0.013409429247123005,1.3862835999999998,0.9148176474178114,1.9293100787158515,False
1,0.871,5.012,14.7,12.12,0.012436724534896464,1.4024842,0.754515055507092,1.9155620258983987,False
0,0.871,5.709,14.7,15.79,0.014166253066584979,1.4138072,1.1471421014887528,1.9060689234522723,False
1,0.871,6.129,14.7,15.12,0.0152084366868277,1.5237274,0.8812229832136547,1.8185785989670473,False
1,0.871,6.152,14.7,15.02,0.01526550864698385,1.5203305,1.5118272886363338,1.8211619012930251,False
0,0.871,5.272,14.7,16.14,0.01308188582361815,1.5124043999999999,1.2374114488766446,1.8272182429469377,False
0,0.605,6.943,14.7,4.59,0.01722828779844097,1.1357665,0.7991185096332698,1.737740242588538,False
0,0.605,6.066,14.7,6.43,0.015052109143791292,1.0631665000000001,0.8513638686748988,1.8133681500018135,False
0,0.871,6.51,14.7,7.39,0.01615384611376217,1.5380989,0.8858397717781171,1.80772985285079,False
1,0.605,6.25,14.7,5.5,0.015508684825040484,1.0880319999999999,0.8213029001101178,1.786735277301315,False
0,0.605,7.489,14.7,1.73,0.01858312650475651,1.1923945,0.9015262716731895,1.682991686021071,False
1,0.605,7.802,14.7,1.92,0.019359801440794536,1.2346235,1.0416079806003153,1.644358206991811,False
1,0.605,8.375,14.7,3.32,0.02078163766555425,1.30801,0.9238699369975489,1.5812776723592663,False
0,0.605,5.854,14.7,11.64,0.01452605455452592,1.4653100000000001,1.176301459715032,1.461133839859731,False
0,0.605,6.101,14.7,9.81,0.015138957778811519,1.381457,1.3671115417031166,1.5228117195589939,False
0,0.605,7.929,14.7,3.7,0.019674937916439362,1.2377695,1.1020031996922046,1.6415509373255852,False
0,0.605,5.877,14.7,12.14,0.014583126514682068,1.4676695,1.0297194121814917,1.4594705041011122,True
0,0.605,6.319,14.7,11.1,0.015679900705508933,1.2705,1.194043673248051,1.6129032258064515,False
0,0.605,6.402,14.7,11.32,0.01588585603998547,1.3688125,1.2382379898788045,1.532567049808429,False
0,0.605,5.875,14.7,14.43,0.014578163735538056,1.4676695,0.7918244127486899,1.4594705041011122,False
0,0.605,5.88,14.7,12.03,0.014590570683398087,1.4451635,1.1981257435340087,1.4754920766075486,False
0,0.51,5.572,16.6,14.69,0.018824324260728633,1.324011,0.13027359174921221,1.3903951503017158,False
0,0.51,6.416,16.6,9.04,0.021675675602447042,1.3496130000000002,0.08780939182440828,1.3712530510380385,False
0,0.51,5.859,16.6,9.64,0.019793918852047572,1.3779690000000002,0.08109138838488845,1.3506577703341527,True
0,0.51,6.546,16.6,5.33,0.022114864790152487,1.597473,0.06451352082506596,1.209979914333422,False
0,0.51,6.02,16.6,10.11,0.020337837769128925,1.812999,0.06786423481612996,1.0977189400425915,False
0,0.51,6.315,16.6,6.29,0.021334459387383584,1.691925,0.05282961364453219,1.1580775911986103,True
0,0.51,6.86,16.6,6.92,0.023175675597379475,1.4868029999999999,0.06430724439516707,1.2770413505989324,True
0,0.488,6.98,17.8,5.04,0.036165802921420714,1.380552,0.05619127964974249,0.7834943849569078,True
0,0.488,7.765,17.8,7.56,0.04023316041329968,1.3376080000000001,0.06380074905066188,0.8019246190858059,False
0,0.488,6.144,17.8,9.45,0.03183419672624769,1.2677752,0.06661137129850155,0.8338197281747686,True
0,0.488,7.155,17.8,4.82,0.037072538668017935,1.3178928,0.087122204181403,0.810679349294709,False
0,0.488,6.563,17.8,5.68,0.03400518117095761,1.389336,0.09538290443255225,0.7798284377436964,False
0,0.488,5.604,17.8,13.98,0.029036269279604822,1.4580951999999998,0.07980883417341514,0.7522756337922215,False
0,0.488,6.153,17.8,13.15,0.031880828850358395,1.6004936,0.058712206079331676,0.7009837138117158,True
0,0.488,7.831,17.8,4.45,0.040575129323444925,1.5612096,0.05450712449866107,0.7144217946275482,True
0,0.437,6.782,15.2,6.68,0.01704020096221055,1.6556182000000002,0.07580296341550065,1.044146514638934,False
0,0.437,6.556,15.2,4.56,0.016472361767657383,1.9956479,0.11848501143594592,0.8981982143819498,False
0,0.437,7.185,15.2,5.39,0.018052763773736772,1.9956479,0.08038111194681247,0.8981982143819498,False
0,0.437,6.951,15.2,5.1,0.017464824076721546,2.8316726,0.08680135493654227,0.6684670713120672,False
0,0.437,6.739,15.2,4.69,0.016932160761476984,2.8316726,0.06682652665553059,0.6684670713120672,False
0,0.437,7.178,15.2,2.87,0.018035175834082474,2.8316726,0.08309036653209825,0.6684670713120672,False
0,0.401,6.8,15.6,5.03,0.025660377261658953,2.4940596,0.021634282125149704,0.13851182891018893,False
0,0.401,6.604,15.6,4.38,0.02492075462294055,2.4940596,0.01428744660806955,0.13851182891018893,False
0,0.422,7.875,14.4,2.97,0.030882352820069205,2.3836247999999998,0.01371551088594122,0.6016485169364058,False
0,0.404,7.287,12.6,4.08,0.022148936102890773,2.9528360000000005,0.039326476790879826,0.24070285232880007,False
0,0.404,7.107,12.6,8.61,0.02160182364254765,2.9528360000000005,0.04560414180501583,0.24070285232880007,False
0,0.404,7.274,12.6,6.62,0.022109422425199324,2.9528360000000005,0.03698745205028059,0.24070285232880007,False
0,0.403,6.975,17.0,4.56,0.017350746225495657,3.0843202000000005,0.03101405352916946,0.34668454018073813,False
0,0.403,7.135,17.0,4.45,0.017748756174754337,3.0843202000000005,0.017623784753549428,0.34668454018073813,False
0,0.415,6.162,14.7,7.43,0.017706896500842253,2.6020499999999998,0.03386988450761521,0.27510316368638243,False
0,0.415,7.61,14.7,3.11,0.021867816029115472,2.6020499999999998,0.021536417530524612,0.27510316368638243,False
0,0.4161,7.853,14.7,3.81,0.035058035557776625,2.1295998000000003,0.03449804040756744,0.6538084341288002,False
0,0.4161,8.034,14.7,2.88,0.03586607126845504,2.1295998000000003,0.019890858697792765,0.6538084341288002,False
0,0.489,5.891,18.6,10.87,0.021267147937663725,1.9293006,0.12788297027984558,0.8088324503579085,False
0,0.489,6.326,18.6,10.97,0.022837545043907777,2.1295460999999998,0.20676210509846787,0.7469794020429887,True
0,0.489,5.783,18.6,18.06,0.020877256242320376,2.1295460999999998,0.22473428542556148,0.7469794020429887,True
1,0.489,6.064,18.6,14.66,0.02189169667187113,2.0729688,0.12739887713087172,0.7634753397465261,True
1,0.489,5.344,18.6,23.09,0.019292418702915457,1.8948749999999999,0.3616595003706892,0.8205128205128205,False
1,0.489,5.96,18.6,17.27,0.021516245409688644,1.8959019,0.1608084674913248,0.8201595210268396,False
1,0.489,5.404,18.6,23.98,0.01950902520032843,1.792185,0.31902084300745703,0.857449088960343,False
1,0.489,5.807,18.6,16.03,0.020963898841285564,1.7861214,0.19654492343019744,0.8597343420882948,True
0,0.489,6.375,18.6,9.38,0.023014440350128375,1.9293006,0.1314842987568961,0.8088324503579085,False
0,0.489,5.412,18.6,29.55,0.01953790606665016,1.7542875,0.2542933203064257,0.871934604904632,False
0,0.489,6.182,18.6,9.47,0.022317689450116647,1.9293006,0.18067019404472417,0.8088324503579085,False
1,0.55,5.888,16.4,13.51,0.021333333256038648,1.7116550000000001,0.04459088332787514,1.2159237372631988,True
0,0.55,6.642,16.4,9.69,0.024065217304111534,1.8816050000000002,0.0677801364209581,1.1309402637352695,False
1,0.55,5.951,16.4,17.92,0.02156159412477683,1.589115,0.10498144381917449,1.285578381713933,False
1,0.55,6.373,16.4,10.5,0.023090579626483407,1.8498150000000002,0.10818153284452815,1.1459216647949944,False
1,0.507,6.951,17.4,9.71,0.02264169373732347,1.4508819,0.3060793008727377,2.0716264857446203,False
1,0.507,6.164,17.4,21.46,0.020078175830364246,1.545336,0.34196427061286894,1.976284584980237,False
1,0.507,6.879,17.4,9.93,0.02240716605079099,1.6589547,0.4846212690691169,1.8726153414011844,True
0,0.507,6.618,17.4,7.6,0.021557003187110742,1.6589547,0.47914918090543834,1.8726153414011844,False
0,0.504,8.266,17.4,4.14,0.026925081345520907,1.4587776000000001,0.2740875847172427,2.0542317173377156,True
0,0.504,8.725,17.4,4.63,0.028420195347165486,1.4587776000000001,0.4232591836664219,2.0542317173377156,False
0,0.504,8.04,17.4,3.13,0.026188924996127277,1.6207128,0.32363302267493305,1.8976682401499159,False
0,0.504,7.163,17.4,6.36,0.023332247481002454,1.6207128,0.34527622467730223,1.8976682401499159,True
0,0.504,7.686,17.4,3.92,0.02503583053734257,1.7010504000000002,0.26097098661421536,1.8285296336083747,False
0,0.504,6.552,17.4,3.76,0.02134201947445596,1.7010504000000002,0.36587846134267826,1.8285296336083747,False
0,0.504,5.981,17.4,11.65,0.019482084627094186,1.850436,0.42983246455645885,1.712512041100289,True
0,0.504,7.412,17.4,5.25,0.024143322396927288,1.850436,0.38046178058424046,1.712512041100289,True
0,0.507,8.337,17.4,2.47,0.02715635170307377,1.9460688,0.45443938231243075,1.6534391534391535,True
0,0.507,8.247,17.4,3.95,0.02686319209490817,1.8515133,0.2862835950379259,1.7197274232034225,True
1,0.507,6.726,17.4,8.05,0.021908794716909465,1.8515133,0.37012113733570884,1.7197274232034225,True
0,0.507,6.086,17.4,10.88,0.01982410416995406,1.8515133,0.28551723087226977,1.7197274232034225,True
1,0.507,6.631,17.4,9.54,0.02159934846384577,2.103036,0.41909184102282127,1.5540015540015542,True
0,0.507,7.358,17.4,4.73,0.023967426632027927,2.103036,0.4133208375737469,1.5540015540015542,True
0,0.428,6.481,16.6,6.36,0.021603333261322223,2.6492771999999998,0.07921775210662887,0.8345039569395959,False
0,0.428,6.606,16.6,7.37,0.0220199999266,2.6492771999999998,0.08848695445619936,0.8345039569395959,False
0,0.428,6.897,16.6,11.38,0.02298999992336667,2.7118508,0.10731959540732398,0.8178732569076212,True
0,0.428,6.095,16.6,12.4,0.020316666598944443,2.7118508,0.10085839631038275,0.8178732569076212,True
0,0.428,6.358,16.6,11.22,0.02119333326268889,3.0111939999999997,0.09794307432996419,0.746686578308755,True
0,0.428,6.393,16.6,5.19,0.021309999928966667,3.0111939999999997,0.12006487472475483,0.746686578308755,False
0,0.431,5.593,19.1,12.5,0.016948484797125803,3.4285619,0.18737543109663357,0.7816949379669231,True
0,0.431,5.605,19.1,18.46,0.01698484843337925,3.4285619,0.17507033007976175,0.7816949379669231,True
0,0.431,6.108,19.1,9.16,0.018509090853002754,3.4719205,0.2925427402430482,0.7730108773673458,False
0,0.431,6.226,19.1,10.15,0.018866666609494948,3.4719205,0.1794591306249127,0.7730108773673458,True
0,0.431,6.433,19.1,9.52,0.01949393933486685,3.3732215,0.1521973447384029,0.7930663343341076,False
0,0.431,6.718,19.1,6.56,0.020357575695886133,3.3732215,0.17456656442088753,0.7930663343341076,False
0,0.431,6.487,19.1,5.9,0.019657575698007346,3.1879777,0.1312913856811757,0.8336608429502067,False
0,0.431,6.438,19.1,3.59,0.01950909084997245,3.1879777,0.19399482498004605,0.8336608429502067,False
0,0.431,6.957,19.1,3.53,0.021081818117933884,3.8387877,0.07900524661995387,0.7065925081005784,False
0,0.431,8.259,19.1,3.54,0.02502727265143251,3.8387877,0.31403671773445885,0.7065925081005784,False
0,0.392,6.108,16.4,6.57,0.019390476128919122,3.6143576,0.04706486717633035,0.09784448597399294,False
0,0.392,5.876,16.4,9.25,0.018653968194749307,3.6143576,0.034865087326079396,0.09784448597399294,False
0,0.394,7.454,15.9,3.11,0.030549180202667295,2.4964234000000003,0.01526292666591237,0.4089366284538106,False
0,0.647,8.704,13.0,5.12,0.032969696844811755,1.165247,0.47719024356009226,1.7850767583006069,False
